"acerto_acaso_item","dificuldade_item","discriminacao_item","questao"
"Q1",0.0675254322806226,0.723839094594784,0.834882524976984,1
"Q2",0.198849522627292,1.70947838353716,1.02912732859094,2
"Q3",0.187660467165385,3.59416915526621,1.92290218152678,3
"Q4",0.141924591050675,2.56644812619771,0.529594185368193,4
"Q5",0.119324196924864,-3.52712922209116,-0.523561216299128,5
"Q6",0.000155836473600805,1.61085734936668,0.462093284758639,6
"Q7",0.00122058902182201,3.41200039488499,0.212242546032142,7
"Q8",0.161197529440745,2.33850807014387,3.67470260531125,8
"Q9",0.0954186777965051,1.60896366795494,2.10962214535502,9
"Q10",0.139633470164947,2.4503043568819,2.08913915951637,10
"Q11",0.267314629553177,1.0078569278105,1.45163606388225,11
"Q12",0.118055187288677,0.0830163192876802,1.33799411089108,12
"Q13",0.11348321653353,0.940206616928529,2.39544619872739,13
"Q14",0.000384482062540319,-0.190839679076651,0.430890472542771,14
"Q15",0.233955879202637,3.94950099931614,0.431243971329645,15
"Q16",0.095886120610149,2.04047797879806,1.04165175799549,16
"Q17",0.133193148736437,3.06145384724314,4.18296115362988,17
"Q18",0.171432749748735,2.01608439606048,3.75555794600537,18
"Q19",0.141157945123915,-2.44046130687938,-2.37941125222975,19
"Q20",0.252962897350716,2.62837377426044,2.22721839017065,20
"Q21",0.301191615559004,3.79378230326207,0.914845592174618,21
"Q22",0.44915933306453,2.61464853327131,0.760201791658324,22
"Q23",0.408283192954821,1.17010966772156,2.06962100210144,23
"Q24",0.174656503604348,1.65477660593705,1.14690421634002,24
"Q25",0.0358274421279581,2.2990576661436,1.32925323818279,25
"Q26",0.389064059221954,2.18471475224139,1.48528013493823,26
"Q27",0.0756976407078464,2.08652427380455,1.66012723856221,27
"Q28",0.134992028448332,2.3594568590572,2.74005540584013,28
"Q29",0.140663860596512,1.76329268109816,1.33530191026016,29
"Q30",0.162404789792642,2.28336619061523,1.84877012247788,30
"Q31",0.0980071049103537,2.63069582782024,1.62128618675566,31
"Q32",0.0121960711391232,2.51262069995117,0.370291973759417,32
"Q33",0.10118896264153,2.08647164453469,1.33788882965056,33
"Q34",0.223001371981013,2.55282546710527,2.38902460788984,34
"Q35",0.19786511707119,-5.76230750793164,-0.579164931184954,35
"Q36",0.0383270854804151,24.8012544418524,0.0646332387026189,36
"Q37",0.0271946005529076,-10.8569310193917,-0.0585101838391851,37
"Q38",0.195035187693488,2.05289788279527,3.75532012552064,38
"Q39",0.247545670570453,2.37711060658463,1.64988089116041,39
"Q40",0.259989357817666,1.85967473751638,1.98801612129479,40
"Q41",0.126759371960318,1.05618100236609,1.03355943192452,41
"Q42",0.266885796757532,0.925303903026136,0.925220009988661,42
"Q43",0.00465384929149246,-7.1100991177992,-0.258462577752982,43
"Q44",0.122145546599275,2.09754704844323,7.53237197229148,44
"Q45",0.254727406491998,2.78658598501061,3.1231125159622,45
