"acerto_acaso_item","dificuldade_item","discriminacao_item","questao"
"Q1",0.128984902515615,0.720953461665992,1.86661536444089,1
"Q2",0.253588559236266,1.18510867049433,1.58871397009849,2
"Q3",0.105831707954699,0.432512693536001,0.777524860407043,3
"Q4",0.246585851036797,0.375424693460618,1.80072943234091,4
"Q5",0.322729564330217,0.315605051988474,1.78041292887554,5
"Q6",0.000326098155303485,0.833324485954946,0.658076555238344,6
"Q7",0.00108719532343266,-0.0564135469423083,0.352727903690576,7
"Q8",9.82470279170207e-06,-0.447768434681579,0.866170203268683,8
"Q9",1.78399343716554e-06,-0.44538217885267,1.23041991169522,9
"Q10",0.11265054882134,-0.460083397117288,1.10457080502561,10
"Q11",0.0538395901852473,-4.46317223069183,-1.4014460355312,11
"Q12",0.102689421360657,-3.19235194990744,-2.15823664290246,12
"Q13",0.0062350543792347,1.55969808428378,0.439316888864815,13
"Q14",0.0994605968711706,1.84039170672409,3.37499578930746,14
"Q15",0.0729975101025926,0.779565435436325,0.684025763767485,15
"Q16",0.00887644698614957,0.311189222535779,0.353407283323237,16
"Q17",0.276668247715442,1.38893119927096,1.54799181428614,17
"Q18",0.000396073482913536,-1.05966882941479,1.43273089570977,18
"Q19",0.116961220818432,2.83139574211364,1.33230047576663,19
"Q20",0.275160067296737,1.11180415286005,0.991675183383305,20
"Q21",0.000743545919723927,0.453627552722343,0.416264107105305,21
"Q22",0.000597666796566603,1.01780170962306,0.645748225361805,22
"Q23",0.047787893024282,0.532230829848506,1.16132381884131,23
"Q24",0.0685528932253324,2.64086823782855,2.2693801508102,24
"Q25",0.0757466844978636,1.04758653638778,0.823797287955342,25
"Q26",0.198386035214642,2.58636694733991,2.34428473777917,26
"Q27",0.154648292566238,1.39919605599164,0.760860332798731,27
"Q28",0.183344527188399,1.78590045497466,1.77775275999005,28
"Q29",0.00201696856339313,2.4005750651029,0.493013815694032,29
"Q30",0.22080168820342,2.20111417596108,2.57622763343781,30
"Q31",0.183188888437598,2.77060750892449,1.78275805411476,31
"Q32",0.218515480913693,-0.754232741303619,1.92809336654868,32
"Q33",0.136531978189079,1.02418607763172,1.78990103896659,33
"Q34",0.00592259179305021,-0.277345567121112,0.9558604981261,34
"Q35",0.226189813531502,1.3086904202423,1.13715122287222,35
"Q36",0.171485419062338,0.103123686362908,1.97749913988345,36
"Q37",0.137832575580029,1.71432914755898,2.1165622863569,37
"Q38",0.134868872645538,1.69067360565619,2.0502802984898,38
"Q39",0.00137734489710149,0.206301190461145,0.690042679037143,39
"Q40",0.235778712210788,1.03818935682379,1.56846652897506,40
"Q41",0.0979308421049183,1.54389835316507,0.780580069415872,41
"Q42",0.10044610419014,0.151502829175914,1.55242931246242,42
"Q43",8.42798228635256e-05,-0.595993481214382,0.832190080112433,43
"Q44",0.102693592147091,0.32940160260918,1.83727573313543,44
"Q45",0.119334913580441,1.58064405174828,0.728466586392065,45
