"acerto_acaso_item","dificuldade_item","discriminacao_item","questao"
"Q1",0.149664269341848,1.88655805153769,3.70918739031327,1
"Q2",0.21094692726902,0.914660945807262,2.36120819617634,2
"Q3",0.0849863309270868,1.66562374024347,1.79345917601983,3
"Q4",0.201567027261587,1.21403732796833,1.3256977971177,4
"Q5",0.0839132061953988,0.84172125590013,2.3589343980052,5
"Q6",0.215970926565846,0.090235325817732,1.25342194094131,6
"Q7",0.151336526013187,1.33167654609446,2.9615901159973,7
"Q8",0.0376317546995495,0.68827693802546,1.94112833227194,8
"Q9",0.198326752912351,-0.839589284070274,1.32514354560677,9
"Q10",0.033279215287113,7.05943433456125,0.220909690477895,10
"Q11",0.00577766143557638,-0.540747260167793,1.27100815025574,11
"Q12",0.0372630087856433,2.03447761601806,5.050535083452,12
"Q13",0.204381550471701,1.97071025708235,4.21951467268831,13
"Q14",0.188242742160556,1.01176443823845,2.18723953847405,14
"Q15",0.212834988892799,1.90419989119437,1.01637979552405,15
"Q16",0.130514341783652,1.84637769691245,2.91574080957741,16
"Q17",0.0197781236577974,5.72324183581777,0.168542690800799,17
"Q18",0.213480222326083,2.18388311210763,0.915439901543041,18
"Q19",0.000300812634406222,2.0542287584716,0.433670982571268,19
"Q20",0.123832106119497,1.91433422727869,3.22458233761115,20
"Q21",0.0198585645085043,5.47705362843227,0.191496436045016,21
"Q22",0.058745003228658,49.0186736432677,0.0326535969768826,22
"Q23",0.197894147351257,2.0339886286996,0.937722151423525,23
"Q24",0.203762731007111,1.77308667695063,1.46057724372905,24
"Q25",0.216415881468428,2.49995008374115,3.00670098967282,25
"Q26",0.176838976858073,2.69074516345473,2.48733549984446,26
"Q27",0.0200840984545035,-11.7418034604317,-0.219183905939749,27
"Q28",0.145988423075109,1.84130818773811,0.810506205403516,28
"Q29",0.264304294325038,-0.0351217876491791,1.51388249052268,29
"Q30",0.232096796353213,1.46925753063107,0.882780846059726,30
"Q31",0.211374028128718,0.486767507634109,1.33506027551223,31
"Q32",0.121686491733195,2.72980234146591,0.41632281071161,32
"Q33",0.167013082658692,-0.108353024538651,2.12589194138621,33
"Q34",0.138305871571647,2.18480296561429,4.39868465396918,34
"Q35",0.291755545433637,1.7514927107981,2.94421913850165,35
"Q36",0.0810090317486335,-88.321532995083,-0.0174563169154833,36
"Q37",0.20891695226384,1.89318309253883,3.21820322438792,37
"Q38",0.26717336425395,1.9093665197387,3.27796142567951,38
"Q39",0.133870623506346,2.79424865551265,2.7006431927075,39
"Q41",0.214955379498544,2.02901149504641,3.38888236210352,41
"Q42",0.20810676686901,2.38880433681826,2.13852220277729,42
"Q43",0.177336609380299,2.62146478948217,0.708208466870351,43
"Q44",0.181041763642825,2.0033817387024,3.39398706637633,44
"Q45",0.192302419368973,1.21835860000756,1.61988593446465,45
