"acerto_acaso_item","dificuldade_item","discriminacao_item","questao"
"Q1",0.176297637932004,0.133069905062226,1.85418197898056,1
"Q2",0.225413081387698,0.466688037354793,1.530549666986,2
"Q3",0.194287082779462,0.401734856882605,0.867460821621947,3
"Q4",0.231789764148066,-0.170155585644996,1.65610852343869,4
"Q5",0.341156574997068,-0.247756208261331,2.01888262766108,5
"Q6",1.29839258787825e-05,0.378757101314529,0.623513054883746,6
"Q7",0.000292505311833679,-1.36458209902583,0.148360445487662,7
"Q8",2.42394949976564e-09,-0.956730506253885,0.77010664703206,8
"Q9",1.73033471848332e-08,-1.01553219028297,1.05080419906828,9
"Q10",1.19588364493485e-07,-1.59198717239232,0.884023972214194,10
"Q11",0.0388352250380006,2.81566326374635,2.13180235237031,11
"Q12",0.0903778344900244,2.5667220532109,2.39739837755981,12
"Q13",0.00278790725649767,1.58824678949197,0.301937435359731,13
"Q14",0.0937448011469903,1.61393845590722,2.64932667429265,14
"Q15",0.128892636718549,0.710712595602703,0.634972632492386,15
"Q16",0.000216350453573847,-0.79621364430043,0.327641345349807,16
"Q17",0.242223069083271,1.41932497997754,1.38137283572921,17
"Q18",8.90161042981553e-12,-2.0904518706471,0.962550003939158,18
"Q19",0.108128249060912,3.53749167781302,0.663577893818968,19
"Q20",0.345907327699,0.85504192610251,1.11116155507029,20
"Q21",9.70881971483294e-06,-0.106417687271014,0.305902217426251,21
"Q22",2.69064479098275e-07,0.788359505618308,0.466606478372547,22
"Q23",0.000235489957260087,0.183511771058182,0.839885371346787,23
"Q24",0.0535218338373746,3.17445555594219,1.46677653771309,24
"Q25",0.000219250079955481,0.397833109299391,0.62857027795746,25
"Q26",0.187825818683491,2.43588330849381,2.23183722803214,26
"Q27",0.187298290200445,0.797105491001415,1.01569542159466,27
"Q28",0.154735684818567,1.4259678747388,1.47151414989601,28
"Q29",8.45506504830031e-05,2.25901780547608,0.396565797600736,29
"Q30",0.198604727005413,2.08795789514239,1.41422405738622,30
"Q31",0.117412517121615,2.40732674318954,0.864580653823564,31
"Q32",0.0754684375408473,-1.81705804842804,1.57102006474904,32
"Q33",0.124336314191628,0.462184623314079,1.77513427934801,33
"Q34",4.3111890305891e-10,-0.934455083616862,0.840793773826939,34
"Q35",0.279127308162136,1.09551802872552,1.28240687259843,35
"Q36",0.0980317149143371,-0.452980181119792,1.60375965559848,36
"Q37",0.121549041377041,1.38312248809213,1.42672487202109,37
"Q38",0.124065405434104,1.6365373006058,1.31491763489058,38
"Q39",1.00103292410455e-07,-0.0868754337210383,0.544286720785697,39
"Q40",0.278338413036489,0.560581751254181,1.23964539773963,40
"Q41",5.75475023807803e-08,0.209406490634884,0.690826732661149,41
"Q42",0.198452043754538,-0.188636277428228,1.55825837803771,42
"Q43",6.89270522874651e-07,-1.56383936213337,0.550873315023859,43
"Q44",6.52729528253206e-06,-0.477739750410883,1.26507614278913,44
"Q45",0.000843483101050335,1.17020007607382,0.396318637797272,45
